5.178132	47	0	0	0	0	0	0	1	0	1	TRUE
1.840868	17	0	0	0	0	0	0	0	0	0	TRUE
1.765057	17	0	0	0	0	0	0	0	0	0	FALSE
1.885534	18	0	0	0	0	0	0	0	0	0	TRUE
1.885483	18	0	0	0	0	0	0	0	0	0	TRUE
1.890046	11	0	0	0	0	0	0	0	0	0	TRUE
1.734166	16	0	0	0	0	0	0	0	0	0	FALSE
1.847838	17	0	0	0	0	0	0	0	0	0	TRUE
5.125487	45	0	0	0	0	0	0	1	0	1	TRUE
1.851531	16	0	0	0	0	0	0	0	0	0	TRUE
5.176295	41	0	0	0	0	0	0	1	0	1	TRUE
1.870356	17	0	0	0	0	0	0	0	0	0	TRUE
1.901683	17	0	0	0	0	0	0	0	0	0	TRUE
1.718672	15	0	0	0	0	0	0	0	0	0	FALSE
1.735736	14	0	0	0	0	0	0	0	0	0	FALSE
1.820335	16	0	0	0	0	0	0	0	0	0	TRUE
1.848206	16	0	0	0	0	0	0	0	0	0	TRUE
1.905267	16	0	0	0	0	0	0	0	0	0	TRUE
5.142975	48	0	0	0	0	0	-1.3	1	0	1	TRUE
5.084403	46	0	0	0	0	0	0	1	0	1	TRUE
1.7134	15	0	0	0	0	0	0	0	0	0	FALSE
1.746663	15	0	0	0	0	0	0	0	0	0	FALSE
1.796156	16	0	0	0	0	0	0	0	0	0	FALSE
1.876267	16	0	0	0	0	0	-2.1	0	0	0	TRUE
1.776516	15	0	0	0.01	0.01	0	0	0	0	0	FALSE
1.79162	15	0	0	0.01	0.01	0	0	0	0	0	FALSE
5.162927	48	0	0	0.01	0.01	0	0	1	0	1	TRUE
1.816771	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
5.152848	48	0	0	0.01	0.01	0	-1.32	1	0	1	TRUE
5.126389	46	0	0	0.01	0.01	0	0	1	0	1	TRUE
1.917773	16	0	0	0.01	0.01	0	-2.1	0	0	0	TRUE
1.816094	15	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.849504	16	0	0	0.01	0.01	0	-1.45	0	0	0	TRUE
1.703634	14	0	0	0.01	0.01	0	0	0	0	0	FALSE
1.898609	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.875425	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.875039	15	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.894473	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.916838	16	0	0	0.01	0.01	0	-1.92	0	0	0	TRUE
1.792697	15	0	0	0.01	0.01	0	0	1	0	1	FALSE
1.795379	15	0	0	0.01	0.01	0	0	1	0	1	FALSE
1.805809	15	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.908566	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.897737	16	0	0	0.01	0.01	0	-2.1	0	0	0	TRUE
1.697794	14	0	0	0.01	0.01	0	0	0	0	0	FALSE
5.130226	47	0	0	0.01	0.01	0	0	1	0	1	TRUE
1.902702	16	0	0	0.01	0.01	0	-1.45	0	0	0	TRUE
1.884233	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.894816	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
1.883083	16	0	0	0.01	0.01	0	0	0	0	0	TRUE
